name,location,cuisines,votes,rating,cost_for_two
Melange - Hotel Ekaa,Electronic City,"North Indian, Chinese, Continental, Mangalorean",427,3.2,900.0
Sardarji Ka Dhaba,Hosur Road,North Indian,754,4.0,250.0
Dande's Hyderabad Biryani,Bommanahalli,"Biryani, North Indian, Chinese",255,3.0,550.0
Bharat Kitchen,Koramangala 1st Block,"Bengali, Chinese, Continental, Mughlai, North Indian, Oriya",21,3.7,300.0
Spice It - Ibis Hotel,Bommanahalli,"Asian, Continental, European, Fast Food, North Indian, Mughlai, South Indian",74,3.0,1200.0
The Burger Place,Koramangala 1st Block,"Burger, Continental, Fast Food",26,3.8,400.0
The Modak,Bellandur,"North Indian, Street Food, Desserts, Chinese",19,3.6,400.0
D Fusion,Bommanahalli,"Fast Food, Chinese",9,3.5,400.0
Desi Flavours,Koramangala 1st Block,"North Indian, Chinese, Biryani",121,3.9,400.0
The Hub - Ibis Hotel,Bommanahalli,"Finger Food, Fast Food",51,3.7,1500.0
New Kabab Zone,Bommanahalli,"North Indian, Fast Food",13,3.4,500.0
Royal Calcutta Restaurant,Koramangala 1st Block,"North Indian, Chinese, Bengali",269,4.0,450.0
Meal & Biryani,Bommanahalli,"Andhra, South Indian",20,3.6,450.0
Ober Cafe,Koramangala 1st Block,"Fast Food, Desserts",10,3.5,200.0
NMR Multicuisine Restaurant,Electronic City,"North Indian, Chinese, Arabian, Juices",9,3.6,550.0
The Kitchen,Koramangala 1st Block,North Indian,9,3.6,300.0
Sree Krishna Sagar Greens,Electronic City,"South Indian, Street Food, Chinese",33,2.8,300.0
Samrudhi,Electronic City,"Andhra, Chinese, North Indian",18,2.9,450.0
Chowpatty,Koramangala 1st Block,"North Indian, Fast Food, Street Food",95,3.6,300.0
Dinemaster Gogo's,Hosur Road,"Chinese, Rolls, Beverages",6,3.4,300.0
Maa Di Hatti,Koramangala 1st Block,North Indian,137,2.8,500.0
Godavari Delights,Electronic City,South Indian,11,3.0,400.0
Equinox Bar - DoubleTree Suites By Hilton,Sarjapur Road,"Continental, Thai, Vietnamese, American, Chinese, North Indian, Finger Food",52,3.9,1900.0
The Hidden Cafe,Koramangala 1st Block,"North Indian, Fast Food",95,3.9,350.0
Mangala Hotel,Koramangala 1st Block,"Kerala, Chinese, North Indian",96,3.6,300.0
Skywalk Restobar,Koramangala 1st Block,"North Indian, South Indian",5,3.3,700.0
Mamatha Restaurant,Bommanahalli,"Biryani, Hyderabadi, North Indian",74,2.6,700.0
New Mangalore Lunch Home,Koramangala 1st Block,"Mangalorean, Chinese, North Indian",36,3.8,300.0
Shudh Desi Khana,Koramangala 1st Block,"North Indian, Chinese",18,3.5,200.0
Delhi Food Point,Koramangala 1st Block,"North Indian, Beverages",910,3.3,250.0
Chackochi Mess,Bommanahalli,"Kerala, South Indian",6,3.3,250.0
A.M New Punjab Food Corner,Koramangala 1st Block,"North Indian, Chinese",21,3.5,350.0
Hotel Archana Grand,Bommanahalli,"Chinese, North Indian",22,3.5,500.0
Kerala Mess,Koramangala 1st Block,Kerala,19,3.4,200.0
Malabar Treat,Koramangala 1st Block,"North Indian, Arabian, South Indian, Chinese",6,3.4,500.0
Momos Corner,Bommanahalli,"Chinese, Rolls, Momos",15,3.1,250.0
Khan Saab Hotel,Bommanahalli,"North Indian, Biryani, Chinese",16,3.1,300.0
Ambur Biryani Hotel,Koramangala 1st Block,Biryani,13,3.2,200.0
Nila Cafe,Bommanahalli,"Kerala, South Indian",16,3.6,400.0
Crunch Pizzas,BTM,"Italian, Pizza",473,2.6,600.0
Hotel Tadaka House,Bommanahalli,"North Indian, Chinese, Biryani",7,3.4,300.0
Udupi Upahara,Koramangala 1st Block,"South Indian, North Indian",46,3.7,300.0
Delhi Home Food,Koramangala 1st Block,"North Indian, South Indian",5,3.3,200.0
Eat N Drink,Bommanahalli,Fast Food,32,3.8,250.0
Hotel Thazooq,Koramangala 1st Block,"North Indian, Chinese, Biryani",6,3.3,350.0
Naani'z Biryani,Koramangala 1st Block,Biryani,6,3.3,300.0
Geetha Cafe,Bommanahalli,South Indian,12,3.0,200.0
Prakruthi Restaurant,Bommanahalli,"Andhra, North Indian",4,3.2,400.0
Foodys Adda,Bommanahalli,Fast Food,4,3.2,300.0
Spicy Hub,Bellandur,North Indian,26,3.0,400.0
Biryani Point,Bommanahalli,Biryani,7,3.2,250.0
Chillax,Bommanahalli,"Fast Food, Beverages",4,3.3,300.0
New Ambur Dum Biryani,Koramangala 1st Block,"Biryani, Kebab",7,3.2,200.0
Spice Resto,Bommanahalli,"Kerala, North Indian, Chinese",5,3.3,400.0
Aaharam,Koramangala 1st Block,"Chinese, North Indian",65,4.0,350.0
Biryani Darbar,Electronic City,"Biryani, Chinese",12,3.3,600.0
Barbeque Delight,Bommanahalli,"Arabian, Kerala, North Indian, Chinese, BBQ",83,3.7,800.0
Chaiwala,Koramangala 1st Block,Fast Food,53,3.1,100.0
Biryani Junction,Bommanahalli,"Biryani, North Indian, Chinese",298,2.3,450.0
House Of Commons,HSR,"Continental, Asian, North Indian",3573,4.7,1000.0
TBC Sky Lounge,HSR,"Continental, Asian, Italian, North Indian",6745,4.7,1000.0
Shift,HSR,"Finger Food, Continental, North Indian",1884,4.2,1500.0
Hangover,HSR,"Asian, Continental, Finger Food",797,4.3,1500.0
Baar Union,HSR,"Continental, Finger Food, Asian, Chinese",634,4.6,850.0
Cirkus,HSR,"North Indian, Continental, Fast Food, Beverages, Pizza",331,4.3,1400.0
Baithak,HSR,"Continental, North Indian, Mughlai",1383,4.2,1100.0
Safe House,HSR,"Continental, North Indian, Chinese, Finger Food",1372,4.1,900.0
OPUS Club,Sarjapur Road,"Continental, Italian, North Indian, Mexican",1508,4.5,1900.0
Foxtrot - House of Subculture,Koramangala 3rd Block,"Cafe, American, Asian, North Indian",366,4.4,1000.0
Tapout Tavern,Sarjapur Road,"American, Asian, Continental, North Indian, South Indian, Chinese",326,4.1,1200.0
The Hub - Ibis Hotel,Bommanahalli,"Finger Food, Fast Food",51,3.7,1500.0
House Of Commons,HSR,"Continental, Asian, North Indian",3573,4.7,1000.0
Baar Union,HSR,"Continental, Finger Food, Asian, Chinese",634,4.6,850.0
TBC Sky Lounge,HSR,"Continental, Asian, Italian, North Indian",6745,4.7,1000.0
Hangover,HSR,"Asian, Continental, Finger Food",797,4.3,1500.0
Cirkus,HSR,"North Indian, Continental, Fast Food, Beverages, Pizza",331,4.3,1400.0
Baithak,HSR,"Continental, North Indian, Mughlai",1383,4.2,1100.0
Safe House,HSR,"Continental, North Indian, Chinese, Finger Food",1372,4.1,900.0
The Colony Gastropub,HSR,"Modern Indian, Continental",512,4.1,1200.0
Napoli Italian Bistro,HSR,"Italian, Mexican, Continental, Pizza",1060,4.1,1200.0
Mishmash,HSR,"Mediterranean, Continental, North Indian, Mughlai, Salad",1245,3.9,1400.0
Lounge 189,HSR,"Continental, Italian",157,3.8,1300.0
A Bar,HSR,"North Indian, Continental",19,3.3,600.0
The Fisherman's Wharf,Sarjapur Road,"Seafood, Goan, North Indian, Continental, Asian",4108,4.3,1400.0
OPUS Club,Sarjapur Road,"Continental, Italian, North Indian, Mexican",1508,4.5,1900.0
Opus Food Stories,Sarjapur Road,"Goan, Asian, North Indian, European, Continental",178,4.6,1500.0
Tapout Tavern,Sarjapur Road,"American, Asian, Continental, North Indian, South Indian, Chinese",326,4.1,1200.0
The Hub - Ibis Hotel,Bommanahalli,"Finger Food, Fast Food",51,3.7,1500.0
Skywalk Restobar,Koramangala 1st Block,"North Indian, South Indian",5,3.3,700.0
The Kebab Room - Restaurant & Brewery,Indiranagar,"Mughlai, North Indian",773,4.0,1000.0
Peacock,Indiranagar,"North Indian, BBQ, Mughlai",847,3.9,1200.0
Big Pitcher,Old Airport Road,"American, Continental, North Indian, Mediterranean",9021,4.7,1800.0
Barbeque Nation,Indiranagar,"North Indian, European, Mediterranean, BBQ, Kebab",7152,4.7,1600.0
LOFT38,Indiranagar,"Continental, American, Asian, North Indian, Burger",3586,4.3,2100.0
Urban Tamaasha,Indiranagar,"North Indian, Chinese, Continental",840,4.1,1200.0
Mainland China,Indiranagar,"Chinese, Momos",1507,4.4,1700.0
Little Italy,Indiranagar,"Italian, Pizza, Mexican",3275,4.3,1400.0
Dhaba - Estd 1986 Delhi,Indiranagar,North Indian,1414,4.4,1100.0
Pasta Street,Indiranagar,"Italian, Pizza, Salad",1614,4.5,1300.0
Southindies,Indiranagar,"South Indian, Chettinad, Kerala, Sri Lankan",1224,4.1,800.0
Oye Amritsar,Indiranagar,North Indian,1432,3.9,1000.0
Cafe Max,Indiranagar,"Cafe, Continental, Italian, German, French, Spanish",1651,4.3,1300.0
Empire Restaurant,Indiranagar,"North Indian, Mughlai, South Indian, Chinese",8176,4.2,750.0
China Bistro & Lounge,Indiranagar,"Asian, Chinese, Thai, Korean",79,4.4,1600.0
Aagaman Veg,Indiranagar,"North Indian, Chinese, South Indian",555,4.0,900.0
Byblos,Indiranagar,"Lebanese, Arabian, Middle Eastern, Salad, Beverages",1345,4.2,1700.0
The Restaurant - Coorg,Indiranagar,South Indian,504,4.3,1100.0
Copper Chimney,Indiranagar,"North Indian, Biryani",80,4.1,1200.0
Zaica Dine & Wine,Indiranagar,North Indian,1013,4.0,1200.0
Annapoorani,Indiranagar,South Indian,434,3.9,400.0
Srinathji's,Indiranagar,"Biryani, Chinese, Continental, North Indian, Pizza",592,3.6,850.0
Raaga,Indiranagar,"North Indian, Chinese, Continental",297,3.8,1200.0
Sidewalk Cafe & Bar - The Paul Bangalore,Domlur,"European, Italian, Asian",217,4.2,1500.0
The Hub & The Bar - Hotel Ramada Encore,Domlur,"North Indian, Continental, Chinese, European",115,4.0,1700.0
The Paramount Hotel,Domlur,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",319,2.9,1000.0
Avanti Indian Barbeque & Grill,Domlur,North Indian,46,3.4,1100.0
Citrus - The Leela Palace,Old Airport Road,"North Indian, Italian, Asian, Continental, Mediterranean",589,4.2,3500.0
Rim Naam - The Oberoi,MG Road,Thai,979,4.6,3000.0
The Tao Terraces,MG Road,"Thai, Japanese, Korean, Burmese, Chinese",1904,4.0,2100.0
Caraway Kitchen - Conrad Bengaluru,Ulsoor,"American, Continental, North Indian, South Indian",145,4.3,2800.0
Limelight - Royal Orchid Hotel,Old Airport Road,"Continental, North Indian",420,4.0,2200.0
Le Jardin - The Oberoi,MG Road,"European, Mediterranean, North Indian",687,4.3,3000.0
20 Char - Sterlings MAC Hotel,Old Airport Road,"Chinese, Continental, North Indian, South Indian, Arabian",419,4.0,1400.0
Shebestan - Sterlings MAC Hotel,Old Airport Road,Arabian,405,4.2,1500.0
Monsoon - The Park Bangalore,MG Road,"Italian, North Indian",271,4.2,3000.0
Java,Old Airport Road,"North Indian, Chinese",39,3.7,700.0
Cup Chronicles Cafe,Indiranagar,"Cafe, Continental, Tea, Beverages, Desserts",48,3.9,450.0
Lazy Suzy,Indiranagar,"Cafe, Continental, Beverages, Burger, Desserts, Pizza, Bakery, European",1235,4.3,1000.0
Truffles,Indiranagar,"Cafe, American, Burger, Steak",1308,4.6,900.0
Lavonne,Indiranagar,"Cafe, Desserts",1095,4.4,800.0
Glen's Bakehouse,Indiranagar,"Bakery, Cafe, Italian, Desserts",5295,4.2,600.0
The Teal Door Cafe,Indiranagar,"Cafe, Continental",1852,4.2,800.0
Smoor,Indiranagar,"Desserts, Cafe, Beverages",1687,4.6,900.0
Onesta,Indiranagar,"Pizza, Cafe, Italian",4644,4.3,600.0
Ciclo Cafe,Indiranagar,"Cafe, Italian, American",1269,4.3,1000.0
The Yogisthaan Cafe,Indiranagar,"Cafe, Healthy Food, Salad, Beverages",1203,4.2,600.0
Cafe Max,Indiranagar,"Cafe, Continental, Italian, German, French, Spanish",1651,4.3,1300.0
Monet's Bistro,Indiranagar,"Cafe, Beverages",197,4.5,600.0
Chai Days,Indiranagar,"Cafe, Tea, Beverages, Fast Food",105,4.4,200.0
Cafe Terra,Indiranagar,"Cafe, Continental, Fast Food",391,4.2,500.0
Stoner,Indiranagar,"Ice Cream, Cafe, Beverages, Burger, Desserts, Pizza",2687,4.5,550.0
Bean Flickers,Indiranagar,"Cafe, American, Fast Food, Coffee, Continental",391,4.3,700.0
Third Wave Coffee Roasters,Indiranagar,"Cafe, Continental, Desserts",311,4.2,800.0
Dhyaana,Indiranagar,"Cafe, Healthy Food, Momos",153,4.3,600.0
The Ants Cafe & Store,Indiranagar,"Cafe, Italian",1380,3.9,900.0
Infinitea Tea Room & Tea Store,Indiranagar,"Continental, Cafe, Desserts, Salad, Momos",766,4.3,1000.0
Waffle Magic,Indiranagar,"Cafe, Desserts",583,4.2,700.0
Gobble Up Churros Cafe,Indiranagar,"Street Food, Continental, Mexican, Beverages, Cafe, Desserts, Spanish",371,4.3,400.0
Matteo Coffea,Indiranagar,Cafe,858,4.2,600.0
Spoonful Of Sugar,Indiranagar,"Desserts, Bakery, Cafe",861,4.0,800.0
Mama Mia!,Indiranagar,"Desserts, Cafe",420,4.3,400.0
Cafe Braqa,Indiranagar,"Cafe, Italian, Continental, Beverages",144,4.0,700.0
Smally's Resto Cafe,Indiranagar,"Cafe, Italian, Burger, American, Steak",399,4.0,650.0
Tea Brew,Indiranagar,"Cafe, Continental, Momos, Italian, North Indian",1141,4.1,500.0
Starbucks,Indiranagar,"Cafe, Desserts",583,4.2,700.0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Secret Alley,Indiranagar,"Fast Food, Cafe",84,3.9,450.0
Django,Indiranagar,"Cafe, Italian, Pizza, Burger, Beverages",209,4.0,800.0
Tata Cha,Indiranagar,"Cafe, Tea, North Indian",660,3.9,500.0
Biggies Burger 'n' More,Indiranagar,"Cafe, Burger, Beverages",184,4.3,650.0
Yomama!!,Indiranagar,"Continental, Burger, Cafe, Steak",339,4.0,800.0
The Mad Teapot,Indiranagar,Cafe,287,4.1,850.0
Grubhouse,Indiranagar,"Continental, Cafe, Steak",332,4.1,800.0
Lahe Lahe Santhe,Indiranagar,"Cafe, Beverages",17,3.7,300.0
Eddy's Cafe,Indiranagar,"Cafe, American, Salad, Continental, Healthy Food, Italian, Coffee, Desserts",137,4.1,750.0
Lakeview Milkbar,Indiranagar,"Desserts, Cafe, Bakery",539,2.9,500.0
Chantilly,Indiranagar,"Cafe, Bakery",114,4.1,450.0
iSpice Resto Cafe,Indiranagar,"Cafe, North Indian, Chinese, Fast Food",28,3.7,600.0
Give Me 5 Cafe,Indiranagar,"Cafe, Continental",90,3.4,500.0
Tea Journey,Indiranagar,Cafe,71,3.8,500.0
J's Cafe,Indiranagar,"Cafe, Continental",155,3.9,700.0
Costa Coffee,Indiranagar,"Cafe, Fast Food",209,3.8,500.0
Crisp Cafe,Indiranagar,"Salad, Cafe, Continental, Steak, Italian, Burger, Desserts, Pizza",97,4.0,1100.0
Cafe Coffee Day,Indiranagar,"Cafe, Fast Food",72,3.7,900.0
Chai Cafe,Indiranagar,Cafe,49,3.9,200.0
Cup Shup,Indiranagar,"Cafe, Continental, Fast Food",185,2.8,500.0
Sunny Side Bistro,Indiranagar,"Cafe, Continental",69,3.7,700.0
Raenss Cafe,Indiranagar,"Cafe, Fast Food, Chinese",127,2.4,600.0
UBCR,Indiranagar,"Italian, American, Chinese, Arabian, North Indian, Cafe",5,3.3,350.0
Breadworks,Indiranagar,"Bakery, Cafe",48,2.9,500.0
Melting Spot,Indiranagar,"Cafe, Desserts, Beverages, Italian",134,4.0,600.0
C-harge by Chefkraft,Indiranagar,"Cafe, Continental",7,3.4,600.0
Cross Roads Cafe,Indiranagar,"Cafe, Italian, Tex-Mex, Fast Food, Burger",59,3.0,500.0
Loveshack,Domlur,"Continental, Pizza, North Indian, Goan, Burger, Cafe",1717,3.9,1600.0
Talk Over Table,Jeevan Bhima Nagar,Cafe,282,4.0,500.0
D'Cafe,Domlur,"Cafe, Coffee, Continental",16,3.8,500.0
Cafe Oleiva,Thippasandra,Cafe,6,3.4,500.0
Cafe Velvette,Domlur,"Cafe, American, Italian, Continental",11,3.5,400.0
Hot Spot Cafe,Domlur,"Cafe, Fast Food",17,2.9,150.0
9th Cross Cafe,Jeevan Bhima Nagar,"Cafe, Italian, French",12,3.6,550.0
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Felix,MG Road,"American, Cafe, Continental",688,4.4,1700.0
Cafe Mozaic - Taj MG Road Bengaluru,MG Road,"North Indian, Italian, South Indian, Continental, Cafe, Salad",563,4.1,2500.0
Fabcafe,MG Road,"Cafe, Healthy Food",54,4.1,800.0
Marzipan Cafe & Bakery,Ulsoor,"Cafe, Mediterranean, Bakery, Greek",430,4.2,700.0
Brown Crust Cafe,Old Airport Road,"Cafe, Italian, Desserts",18,2.9,300.0
The Chocolate Heaven,Old Airport Road,"Desserts, Cafe, Italian, Beverages",135,3.8,700.0
The Lobby Brew - Conrad Bengaluru,Ulsoor,"Cafe, North Indian, Fast Food",24,3.8,2200.0
Barista,CV Raman Nagar,Cafe,11,3.2,300.0
The Coffee Bean & Tea Leaf,MG Road,Cafe,259,3.8,700.0
eat.fit,Indiranagar,"Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",845,4.4,500.0
Sri Udupi Park,Indiranagar,"South Indian, North Indian, Chinese, Beverages",770,4.2,300.0
Delite Chaat House,Indiranagar,"Street Food, Gujarati",450,4.0,300.0
Donne Biriyani House,Indiranagar,Biryani,472,4.0,300.0
Chai Days,Indiranagar,"Cafe, Tea, Beverages, Fast Food",105,4.4,200.0
Shanmukha,Old Airport Road,"Biryani, Andhra, North Indian, Chinese",138,3.8,800.0
Sri Ganesh Juice Junction,Koramangala 8th Block,"Juices, Fast Food",129,3.7,150.0
Tripura Express,Old Airport Road,"Pizza, Beverages",156,2.9,450.0
BOX8- Desi Meals,Indiranagar,"North Indian, Mughlai, Fast Food",314,4.3,500.0
Sree Spicy Hub,Jeevan Bhima Nagar,"Andhra, Biryani, South Indian",224,3.9,600.0
Kerala Pavilion,Domlur,"Kerala, South Indian, Seafood, Biryani",302,3.9,300.0
Burger King,Indiranagar,"Burger, Fast Food, Beverages",1391,4.0,600.0
New Taj,Ulsoor,"North Indian, Chinese",110,3.3,300.0
New Taj,Ulsoor,"North Indian, Chinese",110,3.3,300.0
Chandni Chowk 2 Bangalore,Jeevan Bhima Nagar,"North Indian, Rolls",241,4.2,400.0
Shahi Family Restaurant,Ulsoor,"North Indian, Chinese, South Indian",66,3.6,350.0
Gurukrupa Paratha House,Old Airport Road,"North Indian, Chinese",639,3.9,400.0
FreshMenu,Indiranagar,"Asian, Continental, Mediterranean, Salad, American, Biryani",1082,3.8,450.0
Dal Roti Sabji,Indiranagar,North Indian,81,4.1,150.0
Red Kitchen,Jeevan Bhima Nagar,"North Indian, South Indian, Chinese",146,3.2,200.0
Food Town,Indiranagar,Chinese,5,3.2,150.0
Fresh Aahar,Indiranagar,"Biryani, Mangalorean, Kerala",37,3.9,400.0
Roti Shotti,Jeevan Bhima Nagar,North Indian,61,3.8,400.0
Chickpet Donne Biryani House,Commercial Street,Biryani,44,3.7,250.0
Punjabi Dhaba,Ejipura,"North Indian, Chinese",351,3.4,350.0
Sagar Deluxe,Jeevan Bhima Nagar,"South Indian, North Indian, Chinese",148,3.4,350.0
XO Belgian Waffle,Indiranagar,"Desserts, Beverages",78,4.3,400.0
Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Ulsoor,"Pizza, Italian, Cafe, Burger, Finger Food, Fast Food, Sandwich",380,4.2,500.0
Hotel Dil Coorg,Ulsoor,"North Indian, South Indian",78,3.6,300.0
Bharpur Aahar,Jeevan Bhima Nagar,"North Indian, Chinese",418,3.9,200.0
Corner House Ice Cream,Indiranagar,"Ice Cream, Desserts",2139,4.7,400.0
New Krishna Sagar,Indiranagar,"South Indian, North Indian, Chinese",26,3.3,300.0
Behrouz Biryani,Old Airport Road,Biryani,85,4.0,650.0
Leon Grill,Jeevan Bhima Nagar,"Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",1327,4.2,500.0
M.M.A Kababs Rolls & Biryani Center,Old Madras Road,"North Indian, Chinese, Kebab",67,2.7,400.0
Chowpatty,Indiranagar,"North Indian, Fast Food, Street Food",924,3.9,300.0
Rajdhani Thali Restaurant,Indiranagar,North Indian,1129,4.0,1000.0
Motis Kitchen,Thippasandra,"South Indian, Kerala, Biryani",551,4.1,350.0
Chetty's Coffee,Indiranagar,South Indian,43,3.9,150.0
Sandhya Veg,Brigade Road,"South Indian, Chinese",54,3.5,150.0
Indian Chicken Biryani Point,Richmond Road,"Biryani, South Indian",9,3.3,300.0
Kanteen 038,Indiranagar,"Tea, Beverages, Fast Food",50,4.0,200.0
Kunda Biryani,CV Raman Nagar,"Hyderabadi, Biryani, North Indian",189,3.8,800.0
Potful,Domlur,"Biryani, Kebab, Rolls, Mughlai",1122,4.1,650.0
Dindigul Thalappakatti,Indiranagar,"Biryani, Chinese, North Indian, South Indian",289,4.3,800.0
Donne Biriyani Mane,Indiranagar,"Biryani, Kebab",140,3.8,400.0
Paradise,Indiranagar,"Biryani, North Indian, Kebab",3238,4.1,800.0
New Punjabi Hotel,Old Airport Road,"North Indian, Chinese",393,3.2,400.0
Beijing Bites,Jeevan Bhima Nagar,"Chinese, Thai",282,3.1,850.0
Green Pepper,Jeevan Bhima Nagar,"Seafood, South Indian, Chinese, Kerala",259,3.8,600.0
Tiffun,CV Raman Nagar,North Indian,83,3.9,300.0
Warm Oven,Domlur,"Bakery, Desserts",888,4.3,500.0
Chakh Le Foods,Jeevan Bhima Nagar,"North Indian, Mughlai, Bengali, Chinese",257,3.4,500.0
Hyderabad Biryaani House,Old Airport Road,"Biryani, North Indian, Chinese",1615,3.9,550.0
Andal Mess,Indiranagar,"Biryani, South Indian, North Indian",133,3.6,250.0
Donne Biriyani Mane,Jeevan Bhima Nagar,"Biryani, Kebab",161,3.8,400.0
The Good Bowl,Indiranagar,"Italian, North Indian, Biryani",9,3.6,500.0
Dunkin' Donuts,Brigade Road,"Burger, Desserts, Fast Food",1078,4.0,550.0
Meghana Foods,Indiranagar,"Biryani, Chinese, North Indian, Seafood",1745,4.2,750.0
KFC,Old Airport Road,"Burger, Fast Food",327,3.9,400.0
New Alameen Restaurant,Ulsoor,"Kerala, North Indian, Chinese",23,3.4,300.0
Django,Indiranagar,"Cafe, Italian, Pizza, Burger, Beverages",210,4.0,800.0
Plantain Leaf,Thippasandra,"Andhra, Chinese, North Indian, Biryani",521,3.9,600.0
Shanthi Sagar,Ulsoor,"South Indian, North Indian, Chinese, Juices",204,4.1,250.0
S P Dum Biryani,Jeevan Bhima Nagar,Biryani,77,3.3,400.0
A 1 Pizza and Food,Old Airport Road,"Pizza, Chinese, North Indian",211,2.8,300.0
Amritsari Kulcha Bite,Ulsoor,North Indian,99,3.9,150.0
Zaitoon,Old Airport Road,"BBQ, Arabian, Chinese, North Indian, Desserts",2015,4.2,1000.0
Ambur Hot Dum Biryani,Old Airport Road,Biryani,43,3.1,200.0
Bathinda Dine,Indiranagar,North Indian,730,4.1,950.0
Shawarma Time,Ulsoor,Arabian,78,3.7,300.0
Pathaan Sir,Indiranagar,"Fast Food, Momos, Rolls",49,3.2,250.0
Asha Sweets Center,Indiranagar,"Mithai, Street Food",57,4.1,200.0
Rannaghar,Jeevan Bhima Nagar,"North Indian, Bengali, Chinese",138,3.9,600.0
Delhi Highway,Indiranagar,North Indian,3219,4.5,1200.0
Khushi Kitchen,Thippasandra,"Street Food, North Indian, Bengali, Oriya",69,3.3,400.0
Vietnamese Kitchen,Indiranagar,"Chinese, Vietnamese, Momos, Thai",522,4.1,800.0
Punjabi's Food Corner,CV Raman Nagar,"North Indian, Chinese",88,3.6,250.0
Xpress Biryani,Ulsoor,"Biryani, North Indian, Kebab",146,4.3,650.0
Pot Biryani,Domlur,"North Indian, Chinese, Biryani, Seafood",456,3.9,600.0
Imperial Restaurant,Indiranagar,"North Indian, Chinese, Biryani, Kebab, Juices",238,3.9,800.0
Shalimar,Indiranagar,"North Indian, Chinese, Seafood",153,4.0,700.0
Five Star Chicken,Jeevan Bhima Nagar,"Fast Food, Burger",68,3.7,200.0
PurpleBasil.in,Indiranagar,"Healthy Food, Desserts",457,4.4,500.0
Truffles,Indiranagar,"Cafe, American, Burger, Steak",1313,4.6,900.0
Andhra Mess,Domlur,"Andhra, Biryani, Chinese",128,3.2,400.0
Bhookha Sher,Old Airport Road,"North Indian, Fast Food",8,3.6,350.0
Swaadpurna,Jeevan Bhima Nagar,"North Indian, South Indian, Chinese, Biryani",51,3.6,450.0
The Chocolate Heaven,Old Airport Road,"Desserts, Cafe, Italian, Beverages",135,3.8,700.0
Samosa Singh,Thippasandra,"Street Food, Beverages",43,3.7,150.0
Firangi Bake,Indiranagar,"Mexican, Italian",59,3.9,600.0
Cheesy Juicy Burgers,Indiranagar,"Burger, Sandwich, Beverages",82,3.9,500.0
The Biryanis,Jeevan Bhima Nagar,"Andhra, Biryani, North Indian",426,3.8,500.0
Thalis Of India,Indiranagar,"South Indian, North Indian, Beverages",20,3.4,500.0
Desi Chinese kitchen,Indiranagar,"Chinese, Asian",24,3.9,700.0
FoodIshq,Kaggadasapura,North Indian,173,4.0,450.0
Healthie,Indiranagar,"Healthy Food, Beverages",190,3.9,600.0
Bangaliana,Indiranagar,Bengali,11,3.7,500.0
Nando's,Indiranagar,"Portuguese, African",1210,4.3,1200.0
Brownie Heaven,Indiranagar,Desserts,127,4.3,300.0
Indiana Burgers,Domlur,Burger,45,3.3,300.0
Sri Udupi Park,Old Airport Road,"South Indian, Chinese, North Indian",443,3.7,400.0
